50 1 3 3 1978
775 965
6290 4100 3450 6250 0.01 
1 207 183 114 15 85 91 776 0.15 
2 467 223 138 87 52 97 537 0.13 
3 682 484 132 26 85 91 462 0.03 
4 299 571 146 38 73 73 561 0.20 
5 658 651 115 12 71 51 676 0.03 
6 292 840 105 92 25 81 648 0.12 
7 124 643 106 72 81 33 534 0.08 
8 438 605 123 99 62 95 692 0.13 
9 98 812 130 57 42 84 780 0.13 
10 846 5 130 68 78 65 570 0.02 
11 989 395 103 60 19 100 672 0.09 
12 451 793 144 57 34 37 688 0.14 
13 71 352 122 39 14 44 772 0.04 
14 538 236 112 55 55 41 736 0.06 
15 568 644 114 47 40 78 528 0.17 
16 159 392 144 81 98 58 561 0.18 
17 604 374 103 91 77 86 772 0.13 
18 328 630 110 82 40 95 664 0.04 
19 676 216 106 82 11 90 543 0.03 
20 869 6 149 45 96 56 498 0.04 
21 406 376 129 93 44 73 784 0.01 
22 815 321 128 67 86 78 636 0.06 
23 773 131 126 27 40 88 522 0.17 
24 916 721 124 97 67 31 567 0.19 
25 535 584 128 90 92 60 477 0.02 
26 896 243 148 86 26 70 516 0.09 
27 440 892 143 42 60 37 498 0.09 
28 806 282 145 22 59 62 534 0.09 
29 767 956 135 61 74 48 507 0.06 
30 671 173 101 95 65 55 712 0.02 
31 83 420 116 62 27 44 760 0.09 
32 993 540 136 44 58 18 480 0.04 
33 888 701 146 20 92 59 567 0.08 
34 97 630 131 38 87 53 720 0.11 
35 16 282 113 50 16 15 724 0.14 
36 858 97 102 42 92 78 644 0.05 
37 802 127 139 16 53 88 680 0.01 
38 501 34 137 25 91 65 760 0.04 
39 57 735 110 66 83 81 624 0.11 
40 244 727 148 99 39 14 628 0.19 
41 950 422 111 42 78 82 656 0.19 
42 239 476 123 29 45 47 543 0.12 
43 573 311 135 30 39 16 708 0.03 
44 353 931 115 78 100 39 776 0.06 
45 552 517 106 31 71 52 716 0.16 
46 161 414 130 24 49 100 712 0.08 
47 445 344 132 71 42 20 728 0.18 
48 930 617 139 58 86 38 704 0.11 
49 896 978 127 19 84 52 672 0.03 
50 266 16 141 45 94 43 736 0.15 
