10 1 3 7 362
157 767
1286 610 1300 1340 900 670 1240 540 0.01 
1 573 539 132 73 57 72 16 79 66 69 456 0.18 
2 948 169 123 62 24 32 25 98 56 86 486 0.16 
3 853 906 106 11 22 35 97 63 59 15 624 0.12 
4 604 54 137 15 24 40 78 74 53 53 760 0.08 
5 578 434 120 96 25 76 14 16 38 26 736 0.04 
6 733 292 141 65 74 28 48 70 32 62 513 0.07 
7 721 411 146 85 15 45 51 39 92 65 620 0.10 
8 697 144 127 79 63 11 69 40 28 42 465 0.14 
9 771 202 105 39 64 92 94 59 76 99 504 0.07 
10 815 233 149 92 64 47 64 77 25 78 519 0.04 
