40 1 1 7 4402
693 815
4932 4840 5400 3680 3120 2560 4920 3280 0.01 
1 437 538 101 40 47 16 33 51 75 13 480 0.04 
2 267 958 143 76 83 86 76 47 81 46 504 0.04 
3 22 704 106 89 58 46 27 81 37 25 567 0.03 
4 328 738 115 32 50 81 22 60 56 56 552 0.01 
5 501 711 149 25 24 21 34 92 99 44 672 0.15 
6 47 493 106 35 57 74 47 53 57 48 570 0.18 
7 334 270 112 76 82 33 95 42 47 70 516 0.19 
8 676 548 139 80 41 77 71 54 11 79 676 0.01 
9 761 880 102 17 95 61 96 50 37 39 652 0.05 
10 252 620 144 92 64 23 18 26 92 100 519 0.05 
11 358 787 115 14 76 18 50 44 76 45 684 0.06 
12 836 652 145 65 68 77 68 40 30 31 632 0.14 
13 958 829 121 20 80 18 13 62 21 40 692 0.11 
14 846 610 150 28 54 12 26 61 28 45 585 0.12 
15 720 649 147 98 26 36 35 28 98 66 456 0.00 
16 746 943 140 71 26 95 79 97 75 33 570 0.14 
17 992 770 130 23 23 95 79 53 92 56 474 0.13 
18 702 373 119 88 74 70 41 73 40 56 567 0.14 
19 480 187 109 45 89 41 31 23 15 95 498 0.11 
20 3 669 135 38 26 65 32 36 14 95 558 0.01 
21 783 98 103 57 18 92 49 71 88 37 600 0.15 
22 387 171 126 13 62 81 55 90 18 70 644 0.03 
23 22 371 111 67 28 38 70 27 84 77 522 0.01 
24 670 774 114 80 35 81 95 94 45 57 636 0.17 
25 347 829 111 85 68 35 84 71 91 12 768 0.09 
26 202 127 122 42 49 60 14 62 91 38 555 0.04 
27 622 559 131 26 52 12 88 16 87 17 648 0.19 
28 540 975 145 95 65 85 44 14 26 82 573 0.06 
29 816 704 132 52 53 63 96 61 41 48 594 0.10 
30 556 821 121 32 26 28 16 15 22 70 780 0.10 
31 115 678 139 61 31 69 31 57 72 74 668 0.03 
32 236 357 102 81 71 99 67 15 82 82 748 0.17 
33 983 392 113 50 82 68 76 45 29 96 676 0.12 
34 611 357 108 93 59 23 58 58 55 80 453 0.19 
35 333 24 146 37 91 63 45 79 12 78 501 0.17 
36 891 804 106 65 38 51 38 12 43 87 728 0.07 
37 714 732 119 41 68 15 85 87 41 75 564 0.13 
38 107 8 114 78 27 66 64 94 82 91 680 0.06 
39 483 675 103 79 15 49 62 69 42 81 632 0.12 
40 561 574 138 92 19 18 59 21 85 37 760 0.15 
